child_name,status,parent_name,author1init,author1last,author2init,author2last,otherauthors,pubyr
"Sopholibellula eleganta","belongs to",Sopholibellula,"B. L.",Zhang,D.,Ren,"C. Q. Zhou, H. Pang",2006
"Sopholibellula amoena","belongs to",Sopholibellula,"B. L.",Zhang,D.,Ren,"C. Q. Zhou, H. Pang",2006
Amnifleckia,"belongs to",Campterophlebiidae,"B. L.",Zhang,G.,Fleck,"D. Y. Huang, A. Nel, D. Ren, X. D. Cheng, Q. B. Lin",2006
"Amnifleckia guttata","belongs to",Amnifleckia,"B. L.",Zhang,"D. S.",Ren,"X.D. Cheng",2006
"Amnifleckia splendida","belongs to",Amnifleckia,"D. Y.",Huang,G.,Fleck,"A. Nel,  Q. B. Lin",2006
Parabrunetia,"belongs to",Campterophlebiidae,"B. L.",Zhang,G.,Fleck,"D. Y. Huang, A. Nel, D. Ren, X. D. Cheng, Q. B. Lin",2006
"Parabrunetia celinea","belongs to",Parabrunetia,"D. Y.",Huang,G.,Fleck,"A. Nel,  Q. B. Lin",2006
Campterophlebiidae,"belongs to",Isophlebioidea,"B. L.",Zhang,G.,Fleck,"D. Y. Huang, A. Nel, D. Ren, X. D. Cheng, Q. B. Lin",2006
Isophlebioidea,"belongs to",Odonata,"B. L.",Zhang,G.,Fleck,"D. Y. Huang, A. Nel, D. Ren, X. D. Cheng, Q. B. Lin",2006
Xeta,"belongs to",Isophlebiidae,"L. N.",Pritykina,,,,2006
Isophlebiidae,"belongs to",Odonata,"L. N.",Pritykina,,,,2006
"Xeta olovica","belongs to",Xeta,"L. N.",Pritykina,,,,2006
Sinitsia,"belongs to",Isophlebiidae,"L. N.",Pritykina,,,,2006
"Sinitsia sophiae","belongs to",Sinitsia,"L. N.",Pritykina,,,,2006
Dahurium,"belongs to",Isophlebiidae,"L. N.",Pritykina,,,,2006
"Dahurium draco","belongs to",Dahurium,"L. N.",Pritykina,,,,2006
Liogomphus,"belongs to",Gomphidae,"J. P.",Chang,"Z. S.",Sun,,2006
"Liogomphus yixianensis","belongs to",Liogomphus,"J. P.",Chang,"Z. S.",Sun,,2006
Dysagrioninae,"belongs to",Thaumatoneurinae,A.,Nel,A.,Arillo,,2006
Electrophenacolestes,"belongs to",Dysagrioninae,A.,Nel,A.,Arillo,,2006
"Electrophenacolestes serafini","belongs to",Electrophenacolestes,A.,Nel,A.,Arillo,,2006
Liaoninglanthus,"belongs to",Cordulagomphinae,"J. P.",Chang,"Z. S.",Sun,,2006
"Liaoninglanthus latus","belongs to",Liaoninglanthus,"J. P.",Chang,"Z. S.",Sun,,2006
Tramea,"belongs to",Trameini,,"International Commission on Zoological Nomenclature",,,,2006
"Tramea miocenica","belongs to",Tramea,,"International Commission on Zoological Nomenclature",,,,2006
Trapezostigma,"replaced by",Tramea,,"International Commission on Zoological Nomenclature",,,,2006
"Trapezostigma barbaresii","belongs to",Tramea,,"International Commission on Zoological Nomenclature",,,,2006
Odonata,"belongs to",Panodonata,G.,Bechly,,,,2007
Aeshnidae,"belongs to",Aeshnoidea,G.,Bechly,,,,2007
Coenagrionidae,"belongs to",Coenagrionoidea,G.,Bechly,,,,2007
Gomphidae,"belongs to",Gomphida,G.,Bechly,,,,2007
Corduliidae,"belongs to",Italoansida,G.,Bechly,,,,2007
Zygoptera,"belongs to",Odonata,G.,Bechly,,,,2007
Anisoptera,"belongs to",Neoanisoptera,G.,Bechly,,,,2007
Aeshnoidea,"belongs to",Euaeshnodea,G.,Bechly,,,,2007
Eulestiformia,"belongs to",Lestiformia,G.,Bechly,,,,2007
Euzygoptera,"belongs to",Zygoptera,G.,Bechly,,,,2007
Liassogomphidae,"belongs to",Pananisoptera,G.,Bechly,,,,2007
Litheuphaea,"belongs to",Litheuphaeini,G.,Bechly,,,,2007
Litheuphaea,"belongs to",Eodichrominae,"J. F.",Petrulevicius,A.,Nel,"J. Rust, G. Bechly, D. Kohls",2007
Epallagidae,"belongs to",Epallagoidea,G.,Bechly,,,,2007
Libellulidae,"belongs to",Libellulida,G.,Bechly,,,,2007
Epallagoidea,"belongs to",Euphaeida,G.,Bechly,,,,2007
Euphaeida,"belongs to",Calopterygiformia,G.,Bechly,,,,2007
Calopterygiformia,"belongs to",Calopterygomorpha,G.,Bechly,,,,2007
Calopterygomorpha,"belongs to",Eucaloptera,G.,Bechly,,,,2007
Eucaloptera,"belongs to",Caloptera,G.,Bechly,,,,2007
Caloptera,"belongs to",Zygoptera,G.,Bechly,,,,2007
Litheuphaeini,"belongs to",Eodichrominae,G.,Bechly,,,,2007
Eodichrominae,"belongs to",Epallagidae,G.,Bechly,,,,2007
Eodichrominae,"belongs to",Epallagidae,"J. F.",Petrulevicius,A.,Nel,"J. Rust, G. Bechly, D. Kohls",2007
"Sinokaratawia prokopi","belongs to",Sinokaratawia,A.,Nel,"D. Y.",Huang,"Q. B. Lin",2007
Euarchistigmatinae,"belongs to",Thaumatoneurinae,G.,Bechly,,,,2007
"Euarchistigma marialuiseae","belongs to",Euarchistigma,G.,Bechly,,,,2007
Stenophlebioptera,"belongs to",Trigonoptera,G.,Bechly,,,,2007
Stenophlebiinae,"belongs to",Stenophlebioptera,G.,Bechly,,,,2007
Cratostenophlebia,"belongs to",Stenophlebiinae,G.,Bechly,,,,2007
"Cratostenophlebia schwickerti","belongs to",Cratostenophlebia,G.,Bechly,,,,2007
Cretapetaluridae,"belongs to",Petalurodea,G.,Bechly,,,,2007
Eotanypteryx,"belongs to",Cretapetaluridae,G.,Bechly,,,,2007
"Eotanypteryx paradoxa","belongs to",Eotanypteryx,,Bechly,,,,2007
Paramesuropetala,"belongs to",Liupanshaniidae,G.,Bechly,,,,2007
"Paramesuropetala gigantea","belongs to",Paramesuropetala,G.,Bechly,,,,2007
"Cordulagomphus hanneloreae","belongs to",Cordulagomphus,G.,Bechly,,,,2007
"Cordulagomphus winkelhoferi","belongs to",Cordulagomphus,G.,Bechly,,,,2007
Araripeliupanshania,"belongs to",Liupanshaniidae,G.,Bechly,,,,2007
"Araripeliupanshania annesuseae","belongs to",Araripeliupanshania,G.,Bechly,,,,2007
Eocordulia,"belongs to",Eocorduliidae,G.,Bechly,,,,2007
Isophlebioidea,"belongs to",Isophlebioptera,G.,Bechly,,,,2007
Isophlebioptera,"belongs to",Epiproctophora,G.,Bechly,,,,2007
Gomphaeschnidae,"belongs to",Neoaeshnida,G.,Bechly,,,,2007
Oligaeschna,"belongs to",Aeshninae,J.,Prokop,T.,Prikryl,"O. Dostal, A. Nel",2007
"Oligaeschna kvaceki","belongs to",Oligaeschna,J.,Prokop,A.,Nel,,2007
Aeshninae,"belongs to",Aeshnidae,J.,Prokop,T.,Prikryl,"O. Dostal, A. Nel",2007
Haplohamulida,"belongs to",Liberaponsida,G.,Bechly,,,,2007
Aeshnoptera,"belongs to",Euanisoptera,G.,Bechly,,,,2007
Hemeroscopidae,"belongs to",Eubrachystigmata,G.,Bechly,,,,2007
Brachystigmata,"belongs to",Cristotibiata,G.,Bechly,,,,2007
Exophytica,"belongs to",Euanisoptera,G.,Bechly,,,,2007
Euanisoptera,"belongs to",Anisoptera,G.,Bechly,,,,2007
Trigonoptera,"belongs to",Anisopteromorpha,G.,Bechly,,,,2007
Heterophlebioptera,"belongs to",Anisopteromorpha,G.,Bechly,,,,2007
Liassophlebiidae,"belongs to",Heterophlebioidea,G.,Bechly,,,,2007
Heterophlebiidae,"belongs to",Heterophlebioidea,G.,Bechly,,,,2007
Aeshnomorpha,"belongs to",Aeshnoptera,G.,Bechly,,,,2007
Panaeshnida,"belongs to",Aeshnomorpha,G.,Bechly,,,,2007
Aeshnida,"belongs to",Panaeshnida,G.,Bechly,,,,2007
Epiproctophora,"belongs to",Odonata,"J. F.",Petrulevicius,A.,Nel,,2007
Epiproctophora,"belongs to",Odonata,G.,Bechly,,,,2007
Paneuaeshnida,"belongs to",Aeshnida,G.,Bechly,,,,2007
Euaeshnida,"belongs to",Paneuaeshnida,G.,Bechly,,,,2007
Neoaeshnida,"belongs to",Euaeshnida,G.,Bechly,,,,2007
Gomphaeschnaoidinae,"belongs to",Gomphaeschnidae,G.,Bechly,,,,2007
Anomalaeschna,"belongs to",Gomphaeschnaoidini,G.,Bechly,,,,2007
Sinojagorini,"belongs to",Gomphaeschnaoidinae,G.,Bechly,,,,2007
Sinojagoria,"belongs to",Sinojagorini,G.,Bechly,,,,2007
"Anomalaeschna berndschusteri","belongs to",Anomalaeschna,G.,Bechly,,,,2007
Gomphaeschnaoidini,"belongs to",Gomphaeschnaoidinae,G.,Bechly,,,,2007
Gomphaeschnaoides,"belongs to",Gomphaeschnaoidini,G.,Bechly,,,,2007
Paramorbaeschna,"belongs to",Gomphaeschnaoidini,G.,Bechly,,,,2007
"Paramorbaeschna araripensis","belongs to",Paramorbaeschna,G.,Bechly,,,,2007
Progomphaeschnaoides,"belongs to",Gomphaeschnaoidini,G.,Bechly,,,,2007
"Progomphaeschnaoides ursulae","belongs to",Progomphaeschnaoides,G.,Bechly,,,,2007
"Progomphaeschnaoides staniczeki","belongs to",Progomphaeschnaoides,G.,Bechly,,,,2007
"Gomphaeschna obliqua","belongs to",Gomphaeschnaoides,G.,Bechly,,,,2007
"Gomphaeschnaoides magnus","belongs to",Gomphaeschnaoides,G.,Bechly,,,,2007
"Gomphaeschnaoides petersi","belongs to",Gomphaeschnaoides,G.,Bechly,,,,2007
"Gomphaeschnaoides betoreti","belongs to",Gomphaeschnaoides,G.,Bechly,,,,2007
Aeshnodea,"belongs to",Neoaeshnida,G.,Bechly,,,,2007
Eoprotoneura,"belongs to",Eoprotoneurinae,G.,Bechly,,,,2007
Eoprotoneurinae,"belongs to",Isostictinae,G.,Bechly,,,,2007
Protoneuridae,"belongs to",Platycnemidoidea,G.,Bechly,,,,2007
"Eoprotoneura hyperstigma","belongs to",Eoprotoneura,G.,Bechly,,,,2007
"Cordulagomphus tuberculatus","belongs to",Cordulagomphus,G.,Bechly,,,,2007
"Cordulagomphus fenestratus","belongs to",Cordulagomphus,G.,Bechly,,,,2007
Wightonia,"belongs to",Aeschnidiidae,G.,Bechly,,,,2007
Aeschnidiidae,"belongs to",Neoanisoptera,G.,Bechly,,,,2007
"Wightonia araripina","belongs to",Wightonia,G.,Bechly,,,,2007
Cavilabiata,"belongs to",Anisoptera,"Q. B.",Lin,"D. Y.",Huang,"A. Nel",2007
Cavilabiata,"belongs to",Exophytica,G.,Bechly,,,,2007
Araripechlorogomphus,"belongs to",Araripechlorogomphidae,G.,Bechly,,,,2007
"Araripechlorogomphus muratai","belongs to",Araripechlorogomphus,G.,Bechly,,,,2007
Cristotibiata,"belongs to",Cavilabiata,G.,Bechly,,,,2007
Araripegomphidae,"belongs to",Gomphides,G.,Bechly,,,,2007
Gomphides,"belongs to",Exophytica,G.,Bechly,,,,2007
"Araripegomphus andreneli","belongs to",Araripegomphus,G.,Bechly,,,,2007
"Cordulagomphus (Procordulagomphus) senckenbergi","belongs to",Procordulagomphus,G.,Bechly,,,,2007
Araripephlebiidae,"belongs to",Valdicordulioidea,G.,Bechly,,,,2007
Araripephlebia,"belongs to",Araripephlebiidae,G.,Bechly,,,,2007
"Araripephlebia mirabilis","belongs to",Araripephlebia,G.,Bechly,,,,2007
Cratocordulia,"belongs to",Araripelibellulinae,G.,Bechly,,,,2007
"Cratocordulia borschukewitzi","belongs to",Cratocordulia,G.,Bechly,,,,2007
Parahemiphlebia,"belongs to",Hemiphlebiidae,G.,Bechly,,,,2007
Hemiphlebiidae,"belongs to",Lestomorpha,G.,Bechly,,,,2007
Lestomorpha,"belongs to",Euzygoptera,G.,Bechly,,,,2007
"Parahemiphlebia mickoleiti","belongs to",Parahemiphlebia,G.,Bechly,,,,2007
"Cretarchistigma essweini","belongs to",Cretarchistigma,G.,Bechly,,,,2007
Nothomacromia,"belongs to",Nothomacromiidae,G.,Bechly,,,,2007
"Nodalula dalinghensis","belongs to",Nodalula,"Q. B.",Lin,"D. Y.",Huang,"A. Nel",2007
Isophlebiidae,"belongs to",Isophlebioidea,G.,Bechly,,,,2007
Juracordulia,"belongs to",Juracorduliidae,G.,Bechly,,,,2007
Eurypalpida,"belongs to",Paneurypalpida,G.,Bechly,,,,2007
Valdicordulia,"belongs to",Valdicorduliidae,G.,Bechly,,,,2007
Nodalula,"belongs to",Nodalulaidae,"Q. B.",Lin,"D. Y.",Huang,"A. Nel",2007
Nodalulaidae,"belongs to",Cavilabiata,"Q. B.",Lin,"D. Y.",Huang,"A. Nel",2007
Santanoptera,"belongs to",Aeschnidiidae,G.,Bechly,,,,2007
"Santanoptera gabbotti","belongs to",Santanoptera,G.,Bechly,,,,2007
Euthemistidae,"belongs to",Isophlebioptera,G.,Bechly,,,,2007
Epiophlebiidae,"belongs to",Euepiproctophora,G.,Bechly,,,,2007
Heterophlebioidea,"belongs to",Heterophlebioptera,G.,Bechly,,,,2007
Erichschmidtia,"belongs to",Erichschmidtiidae,G.,Bechly,,,,2007
Diastatommites,"subjective synonym of",Archithemis,G.,Bechly,,,,2007
Archithemis,"belongs to",Architheminae,G.,Bechly,,,,2007
"Aeshna liassina","belongs to",Archithemis,G.,Bechly,,,,2007
Agrionidae,"replaced by",Coenagrionidae,G.,Bechly,,,,2007
Congqingiidae,"subjective synonym of",Petrolestinae,G.,Bechly,,,,2007
"Oreopteron simile","belongs to",Asiopteron,G.,Bechly,,,,2007
Asiopteridae,"belongs to",Euparazygoptera,G.,Bechly,,,,2007
Asiopteron,"belongs to",Asiopteridae,G.,Bechly,,,,2007
Italoansida,"belongs to",Haplohamulida,G.,Bechly,,,,2007
Lestiformia,"belongs to",Lestomorpha,G.,Bechly,,,,2007
Latibasaliidae,"belongs to",Amphipterygoidea,"J. F.",Petrulevicius,A.,Nel,,2007
Latibasalia,"belongs to",Latibasaliidae,"J. F.",Petrulevicius,A.,Nel,,2007
"Latibasalia quispeae","belongs to",Latibasalia,"J. F.",Petrulevicius,A.,Nel,,2007
Labandeiraia,"belongs to",Eodichrominae,"J. F.",Petrulevicius,A.,Nel,"J. Rust, G. Bechly, D. Kohls",2007
"Labandeiraia americaborealis","belongs to",Labandeiraia,"J. F.",Petrulevicius,A.,Nel,"J. Rust, G. Bechly, D. Kohls",2007
"Labandeiraia europae","belongs to",Labandeiraia,"J. F.",Petrulevicius,A.,Nel,"J. Rust, G. Bechly, D. Kohls",2007
"Litheuphaea coloradensis","belongs to",Litheuphaea,"J. F.",Petrulevicius,A.,Nel,"J. Rust, G. Bechly, D. Kohls",2007
Priscalestidae,"belongs to",Lestinoidea,T.,Wappler,"J. F.",Petrulevicius,,2007
Priscalestes,"belongs to",Priscalestidae,T.,Wappler,"J. F.",Petrulevicius,,2007
"Priscalestes germanica","belongs to",Priscalestes,T.,Wappler,"J. F.",Petrulevicius,,2007
Isophlebiida,"belongs to",Isophlebioptera,G.,Bechly,,,,2007
Liadotypidae,"belongs to",Odonatoptera,G.,Bechly,,,,2007
Parazygoptera,"belongs to",Isophlebioptera,G.,Bechly,,,,2007
Parazygoptera,"belongs to",Isophlebioptera,G.,Bechly,,,,2007
Euparazygoptera,"belongs to",Parazygoptera,G.,Bechly,,,,2007
Proeuthemis,"belongs to",Sphenophlebiidae,G.,Bechly,,,,2007
Lestidae,"belongs to",Lestoidea,G.,Bechly,,,,2007
Bolcathemidae,"subjective synonym of",Palaeomacromiidae,"J. F.",Petrulevicius,A.,Nel,,2007
Palaeomacromiidae,"belongs to",Anauriculida,"J. F.",Petrulevicius,A.,Nel,,2007
Anauriculida,"belongs to",Anisoptera,"J. F.",Petrulevicius,A.,Nel,,2007
Anauriculida,"belongs to",Italoansida,G.,Bechly,,,,2007
Bolcathemis,"belongs to",Palaeomacromiidae,"J. F.",Petrulevicius,A.,Nel,,2007
Palaeomacromia,"belongs to",Palaeomacromiidae,"J. F.",Petrulevicius,A.,Nel,,2007
Curviarculia,"belongs to",Palaeomacromiidae,"J. F.",Petrulevicius,A.,Nel,,2007
Frenguelliidae,"belongs to",Epiproctophora,"J. F.",Petrulevicius,A.,Nel,,2007
Frenguellia,"belongs to",Frenguelliidae,"J. F.",Petrulevicius,A.,Nel,,2007
"Frenguellia patagonica","belongs to",Frenguellia,"J. F.",Petrulevicius,A.,Nel,,2007
Amphipterygoidea,"belongs to",Zygoptera,"J. F.",Petrulevicius,A.,Nel,,2007
Amphipterygoidea,"belongs to",Amphipterygida,G.,Bechly,,,,2007
Calopterygidae,"belongs to",Calopterygoidea,G.,Bechly,,,,2007
Coenagrionoidea,"belongs to",Coenagrionida,G.,Bechly,,,,2007
Lestoidea,"belongs to",Lestodea,G.,Bechly,,,,2007
Petrolestinae,"belongs to",Dysagrioninae,G.,Bechly,,,,2007
Thaumatoneurinae,"belongs to",Amphipterygoidea,G.,Bechly,,,,2007
Dysagrioninae,"belongs to",Thaumatoneurinae,G.,Bechly,,,,2007
Architheminae,"belongs to",Isophlebiida,G.,Bechly,,,,2007
Petalurida,"belongs to",Anisoptera,G.,Bechly,,,,2007
Pananisoptera,"belongs to",Trigonoptera,G.,Bechly,,,,2007
Aktassiinae,"belongs to",Aktassiidae,G.,Bechly,,,,2007
Aktassiidae,"belongs to",Petaluroidea,G.,Bechly,,,,2007
Anisopteromorpha,"belongs to",Euepiproctophora,G.,Bechly,,,,2007
Euepiproctophora,"belongs to",Epiproctophora,G.,Bechly,,,,2007
Cretapetalura,"belongs to",Cretapetaluridae,G.,Bechly,,,,2007
"Cretapetalura brasiliensis","belongs to",Cretapetalura,G.,Bechly,,,,2007
Aktassia,"belongs to",Aktassiinae,G.,Bechly,,,,2007
"Procordulagomphus xavieri","belongs to",Procordulagomphus,G.,Bechly,,,,2007
"Procordulagomphus xavieri","belongs to",Procordulagomphus,G.,Bechly,,,,2007
Araripelibellula,"belongs to",Araripelibellulinae,G.,Bechly,,,,2007
Paneurypalpida,"belongs to",Eurypalpidiformia,G.,Bechly,,,,2007
"Araripelibellula martinsnetoi","belongs to",Araripelibellula,G.,Bechly,,,,2007
"Parahemiphlebia cretacica","belongs to",Parahemiphlebia,G.,Bechly,,,,2007
Cretacoenagrionidae,"belongs to",Lestiformia,G.,Bechly,,,,2007
Gondvanogomphus,"belongs to",Gondvanogomphidae,G.,Bechly,,,,2007
Juralibellulidae,"belongs to",Eubrachystigmata,"D. Y.",Huang,A.,Nel,,2007
Eubrachystigmata,"belongs to",Cavilabiata,"D. Y.",Huang,A.,Nel,,2007
Eubrachystigmata,"belongs to",Brachystigmata,G.,Bechly,,,,2007
Juralibellula,"belongs to",Juralibellulidae,"D. Y.",Huang,A.,Nel,,2007
"Juralibellula ningchengensis","belongs to",Juralibellula,"D. Y.",Huang,A.,Nel,,2007
"Araripegomphus hanseggeri","belongs to",Araripegomphus,G.,Bechly,,,,2007
Cratolindenia,"belongs to",Lindeniinae,G.,Bechly,,,,2007
"Cratolindenia knuepfae","belongs to",Cratolindenia,G.,Bechly,,,,2007
Calopterygoidea,"belongs to",Calopterygida,G.,Bechly,,,,2007
Calopterygida,"belongs to",Calopterygiformia,G.,Bechly,,,,2007
Coenagrionida,"belongs to",Coenagrioniformia,G.,Bechly,,,,2007
Coenagrioniformia,"belongs to",Coenagrionomorpha,G.,Bechly,,,,2007
Coenagrionomorpha,"belongs to",Euzygoptera,G.,Bechly,,,,2007
Eosagrionidae,"belongs to",Zygoptera,G.,Bechly,,,,2007
Amphipterygida,"belongs to",Eucaloptera,G.,Bechly,,,,2007
Neoanisoptera,"belongs to",Pananisoptera,G.,Bechly,,,,2007
Liberaponsida,"belongs to",Longiansida,G.,Bechly,,,,2007
Longiansida,"belongs to",Mediocostida,G.,Bechly,,,,2007
Mediocostida,"belongs to",Laterocarinida,G.,Bechly,,,,2007
Laterocarinida,"belongs to",Trichodopalpida,G.,Bechly,,,,2007
Trichodopalpida,"belongs to",Valvulida,G.,Bechly,,,,2007
Valvulida,"belongs to",Neolamellida,G.,Bechly,,,,2007
Neolamellida,"belongs to",Eurypalpida,G.,Bechly,,,,2007
Libellulida,"belongs to",Anauriculida,G.,Bechly,,,,2007
Eurypalpidiformia,"belongs to",Eurypalpidomorpha,G.,Bechly,,,,2007
Eurypalpidomorpha,"belongs to",Paneurypalpidomorpha,G.,Bechly,,,,2007
Paneurypalpidomorpha,"belongs to",Neobrachystigmata,G.,Bechly,,,,2007
Neobrachystigmata,"belongs to",Eubrachystigmata,G.,Bechly,,,,2007
Euaeshnodea,"belongs to",Aeshnodea,G.,Bechly,,,,2007
Petaluroidea,"belongs to",Petalurodea,G.,Bechly,,,,2007
Petalurodea,"belongs to",Petalurida,G.,Bechly,,,,2007
Chlorocyphidae,"belongs to",Chlorocyphoidea,G.,Bechly,,,,2007
Chlorocyphoidea,"belongs to",Calopterygomorpha,G.,Bechly,,,,2007
Cordulegastridae,"belongs to",Cordulegastrida,G.,Bechly,,,,2007
Cordulegastrida,"belongs to",Cavilabiata,G.,Bechly,,,,2007
Euphaeinae,"subjective synonym of",Epallagidae,G.,Bechly,,,,2007
Gomphida,"belongs to",Brevicubitalia,G.,Bechly,,,,2007
Brevicubitalia,"belongs to",Oligophlebiata,G.,Bechly,,,,2007
Oligophlebiata,"belongs to",Desmoproctida,G.,Bechly,,,,2007
Desmoproctida,"belongs to",Gomphides,G.,Bechly,,,,2007
Lestodea,"belongs to",Lestida,G.,Bechly,,,,2007
Lestida,"belongs to",Eulestiformia,G.,Bechly,,,,2007
Erichschmidtiidae,"belongs to",Anisopteromorpha,G.,Bechly,,,,2007
Nothomacromiidae,"belongs to",Anisoptera,G.,Bechly,,,,2007
Isostictinae,"belongs to",Protoneuridae,G.,Bechly,,,,2007
Platycnemidoidea,"belongs to",Coenagrionoidea,G.,Bechly,,,,2007
Conan,"subjective synonym of",Nothomacromia,G.,Bechly,,,,2007
Conan,"subjective synonym of",Nothomacromia,K.,Wolf-Schwenninger,W.,Schawaller,,2007
"Conan barbarica","subjective synonym of","Pseudomacromia sensibilis",G.,Bechly,,,,2007
"Conan barbarica","subjective synonym of","Pseudomacromia sensibilis",K.,Wolf-Schwenninger,W.,Schawaller,,2007
"Araripegomphus cretacicus","belongs to",Araripegomphus,G.,Bechly,,,,2007
"Cordulagomphus (Procordulagomphus) primaerensis","belongs to",Procordulagomphus,,Petrulevicius,,Martins-Neto,,2007
"Cordulagomphus (Procordulagomphus) primaerensis","belongs to",Procordulagomphus,G.,Bechly,,,,2007
"Cordulagomphus (Procordulagomphus) michaeli","belongs to",Procordulagomphus,G.,Bechly,,,,2007
Araripelibellulinae,"belongs to",Araripelibellulidae,G.,Bechly,,,,2007
Eocorduliidae,"belongs to",Eurypalpidiformia,G.,Bechly,,,,2007
Gondvanogomphidae,"belongs to",Stenophlebioptera,G.,Bechly,,,,2007
Juracorduliidae,"belongs to",Paneurypalpidomorpha,G.,Bechly,,,,2007
Valdicorduliidae,"belongs to",Valdicordulioidea,G.,Bechly,,,,2007
Valdicordulioidea,"belongs to",Eurypalpidomorpha,G.,Bechly,,,,2007
Eodichromini,"belongs to",Eodichrominae,G.,Bechly,,,,2007
Parazacallites,"belongs to",Eodichromini,G.,Bechly,,,,2007
Heterophlebiidae,"objective synonym of",Heterophlebiidae,G.,Bechly,,,,2007
Eosagrion,"belongs to",Eosagrionidae,G.,Bechly,,,,2007
Ictinogomphus,"belongs to",Lindeniinae,J.,Prokop,M.,Fikacek,,2007
Anisoptera,"belongs to",Odonata,"B. L.",Zhang,D.,Ren,"H. Pang",2008
Libellulidae,"belongs to",Anisoptera,W.,Zessin,J.,Zalohar,"T. Hitij",2008
Sloveniatrum,"belongs to",Libellulidae,W.,Zessin,J.,Zalohar,"T. Hitij",2008
"Sloveniatrum robici","belongs to",Sloveniatrum,W.,Zessin,J.,Zalohar,"T. Hitij",2008
Araripelibellulidae,"belongs to",Paneurypalpida,G.,Fleck,A.,Nel,"G. Bechly, X. Martínez-Delclòs, E. A. Jarzembowski, R. A. Coram",2008
Campterophlebiidae,"belongs to",Isophlebioidea,A.,Nel,"D. Y.",Huang,"Q. B. Lin",2008
Isophlebioidea,"belongs to",Isophlebioptera,A.,Nel,"D. Y.",Huang,"Q. B. Lin",2008
Sophoaeschna,"belongs to",Gomphaeschnidae,"B. L.",Zhang,D.,Ren,"H. Pang",2008
"Sophoaeschna frigida","belongs to",Sophoaeschna,"B. L.",Zhang,D.,Ren,"H. Pang",2008
Falsisophoaeschna,"belongs to",Gomphaeschnidae,"B. L.",Zhang,D.,Ren,"H. Pang",2008
"Falsisophoaeschna generalis","belongs to",Falsisophoaeschna,"B. L.",Zhang,D.,Ren,"H. Pang",2008
Gomphaeschnidae,"belongs to",Anisoptera,"B. L.",Zhang,D.,Ren,"H. Pang",2008
Aeshnoptera,"belongs to",Anisoptera,A.,Nel,D.,Neraudeau,"V. Perrichot, V. Girard, B. Gomez",2008
Chlorogomphida,"belongs to",Cavilabiata,G.,Fleck,A.,Nel,"G. Bechly, X. Martínez-Delclòs, E. A. Jarzembowski, R. A. Coram",2008
Cretaneophya,"belongs to",Araripelibellulidae,G.,Fleck,A.,Nel,"G. Bechly, X. Martínez-Delclòs, E. A. Jarzembowski, R. A. Coram",2008
"Cretaneophya strevensi","belongs to",Cretaneophya,G.,Fleck,A.,Nel,"G. Bechly, X. Martínez-Delclòs, E. A. Jarzembowski, R. A. Coram",2008
Hypolestinae,"belongs to",Hypolestidae,G.,Bechly,W.,Wichard,,2008
Thaumatoneurinae,"belongs to",Dysagrioninae,J.,Rust,"J. F.",Petrulevicius,"A. Nel",2008
"Phenacolestes jutlandica","belongs to",Furagrion,"J. F.",Petrulevicius,T.,Wappler,"S. Wedmann, J. Rust, A. Nel",2008
Dysagrioninae,"belongs to",Amphipterygoidea,J.,Rust,"J. F.",Petrulevicius,"A. Nel",2008
Eckfeldia,"belongs to",Megapodagrionidae,"J. F.",Petrulevicius,T.,Wappler,"S. Wedmann, J. Rust, A. Nel",2008
Coenagriomorpha,"belongs to",Euzygoptera,"J. F.",Petrulevicius,T.,Wappler,"S. Wedmann, J. Rust, A. Nel",2008
"Euarchistigma superstes","belongs to",Eckfeldia,"J. F.",Petrulevicius,T.,Wappler,"S. Wedmann, J. Rust, A. Nel",2008
Furagrion,"belongs to",Megapodagrionidae,"J. F.",Petrulevicius,T.,Wappler,"S. Wedmann, J. Rust, A. Nel",2008
Enigmaeshnidae,"belongs to",Aeshnoptera,A.,Nel,D.,Neraudeau,"V. Perrichot, V. Girard, B. Gomez",2008
Enigmaeshna,"belongs to",Enigmaeshnidae,A.,Nel,D.,Neraudeau,"V. Perrichot, V. Girard, B. Gomez",2008
"Enigmaeshna deprei","belongs to",Enigmaeshna,A.,Nel,D.,Neraudeau,"V. Perrichot, V. Girard, B. Gomez",2008
Araripelibellula,"belongs to",Araripelibellulidae,G.,Fleck,A.,Nel,"G. Bechly, X. Martínez-Delclòs, E. A. Jarzembowski, R. A. Coram",2008
Paneurypalpida,"belongs to",Cavilabiata,G.,Fleck,A.,Nel,"G. Bechly, X. Martínez-Delclòs, E. A. Jarzembowski, R. A. Coram",2008
"Araripelibellula martinsnetoi","belongs to",Araripelibellula,G.,Fleck,A.,Nel,"G. Bechly, X. Martínez-Delclòs, E. A. Jarzembowski, R. A. Coram",2008
"Araripelibellula britannica","belongs to",Araripelibellula,G.,Fleck,A.,Nel,"G. Bechly, X. Martínez-Delclòs, E. A. Jarzembowski, R. A. Coram",2008
Rencordulia,"belongs to",Araripelibellulidae,G.,Fleck,A.,Nel,"G. Bechly, X. Martínez-Delclòs, E. A. Jarzembowski, R. A. Coram",2008
"Rencordulia sinica","belongs to",Rencordulia,G.,Fleck,A.,Nel,"G. Bechly, X. Martínez-Delclòs, E. A. Jarzembowski, R. A. Coram",2008
